,SEG
94046,545316896
94047,584608360
94048,-22515882272
94049,90772032
94050,46803648
94051,-74376184
94052,23113557312
94053,-119900928
94054,-48351808
94055,34958328
94056,3757824
94057,104842560
94058,-33960512
94059,-35351360
94060,-63733376
94061,-112956672
94062,44826944
94063,33442368
94064,6107520
94065,69787584
94066,-19302272
94067,34801472
94068,4493568
94069,-607468504
94070,-636419844
94071,-524483936
94072,-893886112
94073,65933784
94074,170380892
94075,-23678664
94076,411279944
94077,97696
94078,-79673080
94079,-40684704
94080,-161199112
94081,-161637896
94082,-412421376
94083,-411997472
94084,-297896000
94085,-297895936
94086,412421688
94087,412504800
94088,459518592
94089,459518528
94090,-37420872
94091,-37503920
94092,-705504
94093,-705504
94094,37060288
94095,49934752
94096,-75639752
94097,960872
94098,76972104
94099,-27277312
94100,-14774288
94101,-36286448
94102,-36286448
94103,14846736
94104,22468296
94105,-32620168
94106,-32667848
94107,554275336
94108,556240528
94109,535087192
94110,548773408
94111,-32
94112,-488086912
94113,-466933560
94114,-516170144
94115,-921113536
94116,-345328312
94117,-68183232
94118,-402749920
94119,478051152
94120,269049648
94121,-374263208
94122,-4098472
94123,-168
94124,-6436192
94125,442430640
94126,442430648
94127,-111173832
94128,6973776
94129,473088960
94130,-86348872
94131,-32762168
94132,-32757344
94133,-555787544
94134,41672184
94135,63805936
94136,73059576
94137,47275520
94138,20648248
94139,49135288
94140,70059576
94141,-40372248
94142,58664848
94143,-87154440
94144,-114347708
94145,-5534077320
94146,565670088
94147,683339840
94148,680355180
94149,6210179136
94150,-6182190132
94151,-68800
94152,-563951184
94153,-563521336
94154,5618668780
94155,-178587824
94156,379171216
94157,17518
94158,-113712
94159,-448086032
94160,-1168
94161,378967322
94162,-116382624
94163,441872712
94164,4338608
94165,4400352
94166,-2984704
94167,4799016
94168,-490935656
94169,-4297280
94170,53733048
94171,-393136
94172,486568424
94173,4288
94174,-41771344
94175,851488
94176,-484762096
94177,-428720016
94178,1806336
94179,-489956816
94180,2640
94181,11858164
94182,-32709152
94183,-32722080
94184,94830736
94185,26617548
94186,599412264
94187,128789392
94188,8979584
94189,-5966280
94190,-396336
94191,17275536
94192,-16457088
94193,-32506520
94194,-486058058
94195,-18938960
94196,25996384
94197,57267904
94198,33097898
94199,-22414624
94200,-74383840
94201,445875904
94202,-24890992
94203,32936712
94204,41323944
94205,-478939584
94206,-44247392
94207,-60720200
94208,-8298408
94209,8174736
94210,44378792
94211,44256896
94212,16596008
94213,-18088104
94214,-427996272
94215,-186098108
94216,-31589728
94217,-412599616
94218,378380360
94219,136577100
94220,-70780616
94221,328440248
94222,0
94223,74312848
94224,102239664
94225,101146468
94226,279952
94227,-138119
94228,-121188320
94229,-31270372
94230,47541568
94231,-79739873
94232,66108016
94233,15886784
94234,-5601301392
94235,55092120
94236,5578824
94237,-450508768
94238,5135982487
94239,-48505472
94240,74378984
94241,-30462832
94242,423692617
94243,-448954720
94244,371392000
94245,994555352
94246,301738160
94247,369866816
94248,-137900816
94249,-3744
94250,-236282944
94251,386021328
94252,67184
94253,-610377104
94254,-202265008
94255,-307914160
94256,-438538584
94257,-48
94258,438502592
94259,-137803800
94260,-7175464
94261,-287850304
94262,-659524096
94263,138617088
94264,77486792
94265,291332800
94266,381812920
94267,-409307056
94268,-348176760
94269,117216
94270,-90362904
94271,438656848
94272,403024320
94273,-325887920
94274,-325887976
94275,245984
94276,-430444952
94277,-49826632
94278,252649008
94279,-163847848
94280,466323456
94281,430444952
94282,127950000
94283,72799736
94284,-91048160
94285,35883872
94286,-157680
94287,54992584
94288,-393189664
94289,-484243192
94290,36060912
94291,157672
94292,74503552
94293,74503552
94294,-30452984
94295,-127858448
94296,245977976
94297,687189456
94298,516958896
94299,-265384168
94300,-275072472
94301,-716283952
94302,-915651752
94303,470360968
94304,854193544
94305,414600912
94306,447121096
94307,2559496
94308,-396180928
94309,55582632
94310,-7035036
94311,-25882944
94312,11523216
94313,-13394464
94314,19759836
94315,-74832
94316,-11528496
94317,25939976
94318,10496
94319,259662848
94320,-1390336
94321,-26112056
94322,13033177
94323,-233586640
94324,256980
94325,16808
94326,370109063
94327,-25999904
94328,12591452
94329,239023
94330,-396093728
94331,85136
94332,246824016
94333,397883764
94334,259696792
94335,584924832
94336,110238528
94337,-378153795
94338,325581835
94339,-215206624
94340,-5964414064
94341,-5622095216
94342,-105203
94343,215242464
94344,5916569520
94345,5929160955
94346,-268379684
94347,-6187188164
94348,-322596184
94349,154824941
94350,-52486380
94351,6100554756
94352,14257088
94353,-468156212
94354,-4584912
94355,-26768192
94356,238863320
94357,246780452
94358,-246535600
94359,-208747744
94360,7905856
94361,-254685104
94362,-497924952
94363,-747768640
94364,-243794640
94365,20176200
94366,744467864
94367,744466448
94368,-29579584
94369,-38850588
94370,4596496
94371,-505972672
94372,-74288416
94373,334944428
94374,-4614144
94375,580580804
94376,354317112
94377,-54954416
94378,27232128
94379,67380660
94380,-7430376
94381,215751944
94382,-280542880
94383,-395340056
94384,-244849728
94385,-218591736
94386,-6663272
94387,-6347632
94388,18548048
94389,-230681060
94390,-47914952
94391,-13049792
94392,-46276032
94393,310604436
94394,-66123960
94395,-101280496
94396,299781504
94397,-84530896
94398,120155608
94399,373986064
94400,35369810
94401,62383936
94402,321216048
94403,7480062
94404,-437398954
94405,-507417104
94406,-442151768
94407,-452490734
94408,68840
94409,445038880
94410,437185224
94411,583518800
94412,513207480
94413,59320028
94414,81443584
94415,-131831012
94416,-82030120
94417,-2864628
94418,-380091888
94419,-312031692
94420,624107
94421,-60719656
94422,231977024
94423,525047704
94424,-293339891
94425,22832
94426,95644912
94427,-223930472
94428,251643928
94429,-269793648
94430,-95634480
94431,-310254780
94432,-329898120
94433,-166527672
94434,-321502728
94435,547344396
94436,-69780392
94437,127672648
94438,-302221736
94439,-500416640
94440,106599056
94441,35059416
94442,350163784
94443,-10277520
94444,-170592
94445,131168
94446,10238120
94447,273593392
94448,-38116172
94449,-350295008
94450,274304276
94451,-436278720
94452,-124592516
94453,248854208
94454,-726831124
94455,-303440336
94456,6000
94457,142870224
94458,726832304
94459,750716318
94460,151080848
94461,236229496
94462,-6747520
94463,129519786
94464,425712576
94465,11343
94466,136262670
94467,-11746
94468,-414452672
94469,-4226911
94470,-131632206
94471,83755002
94472,194917712
94473,-324001464
94474,-87928880
94475,-542576680
94476,-239278776
94477,15383912
94478,302965512
94479,457566424
94480,9144848
94481,345099408
94482,-838871608
94483,-754212480
94484,347071592
94485,6312432
94486,838741008
94487,379885080
94488,-335873704
94489,-724701824
94490,-521752040
94491,-446809640
94492,-77473336
94493,725136704
94494,335102696
94495,720554400
94496,71870112
94497,-346826592
94498,-272201616
94499,-348919064
94500,71583656
94501,347348928
94502,262523408
94503,347066728
94504,267938744
94505,-6429157
94506,-378026968
94507,-387395984
94508,7378912
94509,-417889439
94510,574680320
94511,390563952
94512,163334360
94513,597864476
94514,-85041256
94515,-6720
94516,-86553608
94517,-466923808
94518,88461592
94519,-33829170
94520,-80128160
94521,-59500592
94522,-569384840
94523,33173074
94524,-7687232
94525,64184
94526,385175120
94527,-348509048
94528,-341478720
94529,275968400
94530,-75992176
94531,-303893880
94532,302272096
94533,-408519304
94534,73155168
94535,851951400
94536,-627170988
94537,540604696
94538,-48869246
94539,-309304626
94540,830985716
94541,105914360
94542,223582790
94543,-22785273982
94544,9450688
94545,1032000
94546,-9334016
94547,23045631232
94548,34326272
94549,57536
94550,1043328
94551,14884224
94552,-34412992
94553,199552
94554,39267840
94555,-7907680
94556,-207054520
94557,-214643000
94558,-278841226
94559,46594656
94560,188843384
94561,-18614608
94562,-582158538
94563,-270403104
94564,-125814808
94565,53047776
94566,862414484
94567,242912416
94568,-37413920
94569,-277512016
94570,-556807272
94571,-829029048
94572,-658391364
94573,-382052652
94574,427871088
94575,653473632
94576,324835396
94577,3280
94578,-752199694
94579,-803898136
94580,-391682848
94581,-129894940
94582,-66864338
94583,-5093019672
94584,191969016
94585,326993672
94586,191969912
94587,5420013856
94588,-5348034472
94589,-5420023088
94590,-5348009864
94591,-5420033776
94592,5131937608
94593,5131936008
94594,5511474664
94595,5511509256
94596,46538208
94597,438047400
94598,-340448752
94599,-89789264
94600,393563760
94601,2054544
94602,3233792
94603,-247425720
94604,-138022912
94605,-138022912
94606,239988912
94607,-85823400
94608,-262009344
94609,-94268808
94610,6968528
94611,16303776
94612,320362176
94613,-242074672
94614,137017616
94615,466518256
94616,90432320
94617,590958672
94618,-384573264
94619,-396978880
94620,-413825008
94621,-571925344
94622,5099712
94623,4481752
94624,403290000
94625,353752592
94626,-310872
94627,291672424
94628,24
94629,78054472
94630,23945616
94631,-314610048
94632,-431914936
94633,-408161672
94634,138108944
94635,278482968
94636,60742664
94637,-24254008
94638,145508064
94639,118715936
94640,373057600
94641,442021376
94642,83836768
94643,-320920160
94644,-159171840
94645,-442012896
94646,-453383568
94647,-115198528
94648,-291294752
94649,359891456
94650,369148288
94651,399013744
94652,443707056
94653,95368832
94654,71117072
94655,60920648
94656,502429368
94657,-424939640
94658,-390158984
94659,-778134320
94660,-1270459360
94661,-18480
94662,3018752
94663,380080864
94664,229135696
94665,275372608
94666,492528
94667,398053488
94668,141611016
94669,136551320
94670,392202664
94671,-18939608
94672,250702320
94673,-46391472
94674,10425968
94675,-420382592
94676,-245356784
94677,-92626928
94678,-485150640
94679,201901088
94680,396320512
94681,-304255344
94682,485124016
94683,233268680
94684,-470583296
94685,-13866664
94686,-474576800
94687,-406027816
94688,-22927523360
94689,36293704
94690,241324656
94691,-72111256
94692,22933793272
94693,-42913520
94694,-231997176
94695,45758152
94696,-308760120
94697,75201200
94698,476229672
94699,449564856
94700,406246776
94701,-4656120
94702,-785007896
94703,-419951808
94704,-35005184
94705,352373744
94706,620141840
94707,325648
94708,325616
94709,-98665464
94710,-286526336
94711,-2191328
94712,-38934544
94713,-287491048
94714,37972864
94715,926029960
94716,5493904
94717,36745528
94718,-33443680
94719,-962773152
94720,31251664
94721,-912
94722,3849200
94723,9866216
94724,253145920
94725,1928760
94726,29418352
94727,14570896
94728,12750064
94729,-29682160
94730,-14324320
94731,278204424
94732,-293650304
94733,82607614
94734,-56719952
94735,-634792408
94736,431976944
94737,315220978
94738,67692720
94739,367560800
94740,-427793920
94741,5726640
94742,416165376
94743,3022816
94744,25258528
94745,-368514704
94746,-167767552
94747,245375008
94748,-88395808
94749,-93994752
94750,142659984
94751,-356208
94752,406143072
94753,-22855311920
94754,-23331753432
94755,72728512
94756,-688330904
94757,-10800
94758,6224
94759,-23261454472
94760,-22573142824
94761,22996896012
94762,23623453712
94763,22996897802
94764,23656237880
94765,659489596
94766,-626549544
94767,252972538
94768,-25776464
94769,-411182264
94770,659453016
94771,71465884
94772,-320921264
94773,-248852920
94774,-639016560
94775,-324992496
94776,329789472
94777,555031120
94778,-10625336
94779,10366456
94780,17458912
94781,163215608
94782,708363352
94783,851441920
94784,-5883756624
94785,-5936225720
94786,-5936712992
94787,-86834872
94788,5244375504
94789,5878562688
94790,5939069512
94791,-135812784
94792,829088920
94793,295296
94794,-93609608
94795,219153408
94796,-520237360
94797,-330386584
94798,-228096160
94799,-183670928
94800,532006112
94801,344584248
94802,227806144
94803,98281456
94804,-943125512
94805,-756295472
94806,42875536
94807,-457224408
94808,275111056
94809,406645072
94810,-344569544
94811,9306512
94812,131119024
94813,-12892784
94814,-304466608
94815,238631472
94816,345727104
94817,313125734
94818,686080404
94819,-365833828
94820,40460160
94821,47918106
94822,-101463572
94823,406095672
94824,-14397520
94825,-654445872
94826,-289922408
94827,268587292
94828,-692168976
94829,-14497214
94830,15716160
94831,-867847282
94832,16353240
94833,16351478
94834,-17043752
94835,187809130
94836,-16440692
94837,-1856040
94838,322098312
94839,467622016
94840,73872
94841,-14571818
94842,-631920914
94843,-655490836
94844,-29120
94845,48494
94846,-89093966
94847,-89104028
94848,631922124
94849,-4053998
94850,-1048464
94851,-1048464
94852,-425008640
94853,210950474
94854,283192936
94855,-39236840
94856,-259937144
94857,-301615976
94858,-257304576
94859,72080352
94860,343198368
94861,70165232
94862,185408416
94863,-64874336
94864,-315914528
94865,380733456
94866,133157088
94867,245524560
94868,-54704768
94869,-168244384
94870,-61260928
94871,126150608
94872,345728936
94873,77332536
94874,503342456
94875,451663096
94876,-149397572
94877,-375930520
94878,-355980736
94879,-507160448
94880,284276404
94881,510815216
94882,59661280
94883,180136608
94884,-113252644
94885,-113307980
94886,-113195844
94887,-83760372
94888,45071120
94889,40024960
94890,73077904
94891,109856724
94892,68235716
94893,73321972
94894,-2556
94895,-33043098
94896,-33016636
94897,22400
94898,-258400
94899,-231186
94900,6847108
94901,-33033240
94902,15739776
94903,-7008524
94904,-47866904
94905,-74641778
94906,-85247592
94907,-31587816
94908,4548848
94909,94455418
94910,549520040
94911,235548152
94912,233170864
94913,-31117960
94914,-483799616
94915,-238108048
94916,-374629996
94917,-11979728
94918,-411241544
94919,-38897316
94920,218504748
94921,28690335
94922,244612268
94923,56999460
94924,-463089224
94925,-85722087
94926,97623104
94927,-74105832
94928,325102744
94929,777608
94930,68784356
94931,-81960144
94932,-352247792
94933,-373508448
94934,-148297736
94935,-302552304
94936,-3390544
94937,31720520
94938,166269064
94939,488365856
94940,-896040
94941,-32616488
94942,-335056640
94943,-30703072
94944,248933464
94945,427032728
94946,317451776
94947,13098208
94948,-301655408
94949,-479754672
94950,2159408000
94951,2159408032
94952,2654316200
94953,2654316224
94954,-1725671304
94955,-1725671328
94956,-2182899680
94957,-2182899696
94958,-875621408
94959,-458742864
94960,-917824
94961,8838488
94962,426634864
94963,-123228392
94964,-123228392
94965,-13354616
94966,15386152
94967,-268346152
94968,622101816
94969,-200846312
94970,-294385776
94971,191632504
94972,-890448072
94973,-220627768
94974,-148107620
94975,-183355264
94976,-25776272
94977,41775088
94978,480123292
94979,445945256
94980,915134808
94981,316904264
94982,-238975032
94983,-129053432
94984,-479258616
94985,72826728
94986,200427504
94987,506985672
94988,496335504
94989,221732688
94990,36908584
94991,-212445936
94992,-652823248
94993,-25808
94994,-51475916
94995,-218476748
94996,200737392
94997,18624
94998,166364
94999,505009212
95000,-58769540
95001,-224166478
95002,218309920
95003,-978407080
95004,-467745736
95005,62919654
95006,-2201580
95007,467743624
95008,514333828
95009,161231992
95010,289659820
95011,29343544
95012,-17246660
95013,-23557486664
95014,-23844934332
95015,194828056
95016,194828124
95017,23391974920
95018,23354684444
95019,-165405088
95020,-165459184
95021,382679008
95022,4870852
95023,471448040
95024,2122306360
95025,1739588692
95026,-34351984
95027,-491515012
95028,-2153697620
95029,-2122153860
95030,8439596
95031,-26196196
95032,-567196
95033,-30886352
95034,27556288
95035,46329680
95036,-14178888
95037,482741024
95038,10354240
95039,458627720
95040,32609944
95041,-483871488
95042,19968624
95043,-495425872
95044,12995140
95045,-11353776
95046,-30834992
95047,5329391
95048,-48767452
95049,-5993360
95050,163495
95051,-45164791
95052,-9741932
95053,10631064
95054,-12856815
95055,8
95056,15453996
95057,38738952
95058,44152408
95059,32453568
95060,-7074504
95061,-44212304
95062,-134624088
95063,6800488
95064,50766536
95065,-5216
95066,84201752
95067,-13077216
95068,-219736
95069,-881424
95070,11381928
95071,43032672
95072,-219987440
95073,-15524968
95074,-5522488
95075,-36713680
95076,148400584
95077,-11328736
95078,497375496
95079,-27364752
95080,20861224
95081,71804816
95082,-601918424
95083,-71613112
95084,-100464248
95085,-151131344
95086,6038152
95087,13905928
95088,93499872
95089,17042896
95090,111003372
95091,79810640
95092,-18844816
95093,76414876
95094,-44673980
95095,-21844096
95096,-344923568
95097,-387540188
95098,18898376
95099,-811920
95100,421676816
95101,387546488
95102,7077936
95103,57849192
95104,-38835272
95105,-295624
95106,6771376
95107,-38828040
95108,-11932912
95109,27838552
95110,-282192
95111,2258688
95112,-7094440
95113,39616096
95114,507384640
95115,50304740
95116,21565808
95117,-9722700
95118,-463537856
95119,-45700756
95120,-7178144
95121,-55970396
95122,5241648
95123,537824
95124,-157238280
95125,10263040
95126,840
95127,14196983
95128,69194168
95129,540008
95130,-136337808
95131,-100117359
95132,-9840
95133,-85916496
95134,85366248
95135,86266728
95136,86188672
95137,94742764
95138,498046936
95139,44750216
95140,3136
95141,-23850428
95142,-518661592
95143,-66265352
95144,50078816
95145,16832592
95146,35365780
95147,-64734384
95148,-5486912
95149,-33040
95150,-4755636
95151,131070300
95152,-43877856
95153,-730816
95154,-459886720
95155,-44816188
95156,-931840
95157,-63952
95158,447368432
95159,-3427872
95160,986832
95161,-23504
95162,-1892160
95163,-22150992
95164,-26275760
95165,44230160
95166,-445476272
95167,26222648
95168,26624784
95169,-64082160
95170,438238624
95171,-13201464
95172,30185528
95173,27729104
95174,57609488
95175,-24915600
95176,13861448
95177,-9457744
95178,219296
95179,79439680
95180,-31902488
95181,1069856
95182,-18929392
95183,-41212816
95184,-12484952
95185,-410368
95186,-45218816
95187,-8862864
95188,-19606400
95189,-18576478
95190,20235568
95191,52187260
95192,56736432
95193,16478014
95194,5121740
95195,5799492
95196,-38774880
95197,-16467044
95198,-5029532
95199,-48010848
95200,38749216
95201,19587812
95202,-5128224
95203,-5544176
95204,6892352
95205,54735976
95206,48377600
95207,-2608832
95208,-43825360
95209,-60926392
95210,-13481400
95211,12412184
95212,43817776
95213,19263063
95214,13473032
95215,45383
95216,-38380112
95217,-7344631
95218,-965120
95219,-4299023
95220,18444576
95221,-6359743
95222,-49951952
95223,-8012816
95224,-10849881
95225,-405487897
95226,5375792
95227,5290920
95228,17324337
95229,432473440
95230,2733545
95231,2729504
95232,-31175324
95233,-26994280
95234,-1758713
95235,48190584
95236,-5546068
95237,-25886448
95238,-5633480
95239,-55372672
95240,-20333200
95241,-1450792
95242,-5625256
95243,-396588464
95244,12903536
95245,-3745544
95246,-4019936
95247,386859824
95248,-13234136
95249,30586032
95250,-73082848
95251,-385398912
95252,-367699416
95253,-59437096
95254,-127375632
95255,258729672
95256,294193200
95257,-40327040
95258,117881984
95259,62604704
95260,83032096
95261,82590368
95262,78839728
95263,68336264
95264,5577072
95265,17688643
95266,-81976504
95267,-1822448
95268,-8604568
95269,-11279
95270,100593864
95271,13304848
95272,64177280
95273,473508
95274,44804784
95275,43802736
95276,-54682720
95277,163968
95278,-34493872
95279,-44441713
95280,16385320
95281,1158943
95282,-9975357
95283,37732161
95284,-226795168
95285,-1782475
95286,-228640291
95287,-51036848
95288,207346832
95289,7975576
95290,724077032
95291,526104728
95292,515739632
95293,460188956
95294,-508721108
95295,-512724408
95296,-508268552
95297,-480911432
95298,24385148
95299,-5575281936
95300,501918792
95301,-560062
95302,-11003088
95303,5590054856
95304,-901572440
95305,-4181314
95306,-17557528
95307,22901224
95308,1003257112
95309,511499080
95310,607512704
95311,470423368
95312,-583928640
95313,-444997352
95314,-733083304
95315,-533812536
95316,583254272
95317,-191874056
95318,111295400
95319,-202920744
95320,-121066432
95321,628807280
95322,516605312
95323,227565944
95324,-475999272
95325,-484184904
95326,-483328104
95327,25716640
95328,-143080416
95329,-116960
95330,-33277755
95331,-23329680
95332,140202272
95333,-335741728
95334,76158747
95335,-28802160
95336,4156592
95337,328521952
95338,-43236736
95339,19497936
95340,-9248528
95341,-14373504
95342,882224
95343,536241912
95344,9276528
95345,22120240
95346,-29445000
95347,-555353592
95348,-28753616
95349,-29201008
95350,523250720
95351,546518328
95352,20916
95353,3843840
95354,-513852832
95355,-520514472
95356,3935004
95357,-255648
95358,-9550632
95359,-8953488
95360,48037232
95361,23028368
95362,35945816
95363,32978032
95364,-48183440
95365,-8931960
95366,-21038784
95367,-9911836
95368,-5548664768
95369,219857400
95370,-265736
95371,-13846260
95372,5554563896
95373,-228248744
95374,-418214360
95375,-430370812
95376,4800524
95377,-5770208
95378,425468056
95379,425305436
95380,-45371060
95381,22733880
95382,4890228
95383,216330928
95384,64649504
95385,38501808
95386,45961228
95387,-160628240
95388,16666352
95389,-14703808
95390,-449188
95391,-26804832
95392,43696
95393,26849488
95394,-43810028
95395,-28328240
95396,-28327808
95397,-111634248
95398,44151152
95399,-453681384
95400,-123520
95401,-296067928
95402,-50773680
95403,504056856
95404,28377728
95405,351489968
95406,-690112
95407,-402946920
95408,-467385248
95409,-438049376
95410,-436906864
95411,-85467711
95412,1025056
95413,208557840
95414,476110624
95415,950966423
95416,478119424
95417,217203952
95418,474917416
95419,-455689704
95420,-53382444
95421,53382896
95422,-473017416
95423,-17236376
95424,51553660
95425,-27375944
95426,-216007456
95427,-216032264
95428,-25546800
95429,27323224
95430,-277788448
95431,-282096696
95432,-470765624
95433,-498088872
95434,-48
95435,4308192
95436,4308184
95437,35536
95438,-4272648
95439,493802928
95440,302981408
95441,307254056
95442,276713368
95443,-221362200
95444,198181648
95445,190452856
95446,-276713352
95447,158865208
95448,9497248
95449,-18180080
95450,514931672
95451,79629088
95452,-35406248
95453,-74474424
95454,-486883064
95455,-492341840
95456,-456660804
95457,109894816
95458,-23888800
95459,-18706008
95460,5436412
95461,-428096208
95462,82691260
95463,510843464
95464,451217584
95465,419143056
95466,411194988
95467,15408328
95468,19294584
95469,465714344
95470,80492304
95471,419739792
95472,450334752
95473,-47144784
95474,325201960
95475,21819784
95476,-439988144
95477,-443870296
95478,68678352
95479,-411557008
95480,463249704
95481,7852616
95482,-492596240
95483,400879312
95484,-429591552
95485,472610728
95486,19135544
95487,-468801376
95488,-63405824
95489,-462391160
95490,44802416
95491,468661392
95492,74884656
95493,-12755760
95494,-44994224
95495,-283848
95496,-7761184
95497,60527128
95498,-440983208
95499,-417109720
95500,-54048064
95501,-111066860
95502,177950932
95503,-64322462
95504,-256754928
95505,43967676
95506,244066052
95507,43206
95508,243759944
95509,63414096
95510,-302228
95511,-421697160
95512,63216664
95513,-63353328
95514,-416432956
95515,903076320
95516,78384
95517,-8694420
95518,400675584
95519,-445412744
95520,418095960
95521,26314068
95522,7063696
95523,-23019304
95524,-956432912
95525,-19110712
95526,77019328
95527,-557256280
95528,-117498000
95529,-97851056
95530,-167667032
95531,8
95532,117498024
95533,198395240
95534,100540288
95535,556972672
95536,510545824
95537,-73112512
95538,15581056
95539,-472519784
95540,-486949160
95541,-485452824
95542,-268758488
95543,284302468
95544,430501352
95545,37851912
95546,213329168
95547,205967452
95548,-32714136
95549,367997664
95550,-5952472
95551,-74998440
95552,-64061272
95553,-64061264
95554,-58835896
95555,-58835888
95556,39862724
95557,-274911868
95558,-348164472
95559,25577280
95560,-373741748
95561,-66804716
95562,-23400776
95563,33400952
95564,407142688
95565,-15563168
95566,400677520
95567,-409470664
95568,63744
95569,45834792
95570,29929704
95571,354721800
95572,-54812592
95573,385182048
95574,409680
95575,56159264
95576,56159264
95577,-387758752
95578,-369345248
95579,-370282216
95580,-388695736
95581,838476720
95582,26421704
95583,-2537576
95584,412170232
95585,-440491720
95586,262537544
95587,-162961224
95588,-104797208
95589,-99786928
95590,-9174688
95591,539863504
95592,85405260
95593,-326687544
95594,-326687476
95595,19392024
95596,-376902348
95597,33527672
95598,69524332
95599,-371135312
95600,-10837792
95601,907347952
95602,281723800
95603,-188845240
95604,317720584
95605,-650244448
95606,-60617016
95607,468832312
95608,-1736776
95609,-317300896
95610,-317300896
95611,109255648
95612,109255704
95613,309197032
95614,478436568
95615,-7000264
95616,-176239816
95617,157159192
95618,-445462712
95619,-450977512
95620,-243929912
95621,-401089080
95622,376734512
95623,353264656
95624,315456552
95625,299371032
95626,-45070192
95627,28984656
95628,-354312656
95629,-338227200
95630,113866296
95631,47682256
95632,430979624
95633,361355664
95634,-90737832
95635,21113840
95636,-469542936
95637,-352402128
95638,-42680
95639,-90780504
95640,6281104
95641,-41235688
95642,-352359456
95643,54804744
95644,-6281104
95645,24590696
95646,-16644984
95647,40806672
95648,495487688
95649,40947480
95650,368586920
95651,-96028936
95652,-423668392
95653,421330944
95654,62718576
95655,62718560
95656,34642144
95657,-411633616
95658,-431308008
95659,2857784
95660,358573656
95661,24904696
95662,36617680
95663,-142218248
95664,-142945336
95665,215668440
95666,230466184
95667,-24863680
95668,648750832
95669,-379428568
95670,-259381576
95671,171594384
95672,-629777928
95673,398401424
95674,436321584
95675,-526728320
95676,-191977748
95677,-259529024
95678,-147494088
95679,535712992
95680,293083836
95681,-9138232
95682,56307912
95683,-94825216
95684,-293383704
95685,806653168
95686,430737432
95687,70837904
95688,-2015648
95689,-831092696
95690,-766488584
95691,-431043912
95692,307816432
95693,294049176
95694,411475944
95695,435930824
95696,-380698280
95697,-268117448
95698,-385544256
95699,-382040688
95700,385572528
95701,-22299336
95702,-22299320
95703,-5007560
95704,-420810352
95705,34419552
95706,27632288
95707,251064576
95708,284798312
95709,-62584896
95710,-31734296
95711,766865232
95712,-361536532
95713,24433492
95714,-85461432
95715,-1128324100
95716,457383572
95717,371438860
95718,70776392
95719,77496668
95720,-380247712
95721,-395763696
95722,463800008
95723,457115232
95724,415558184
95725,431074016
95726,-18071000
95727,-18071008
95728,-32723656
95729,-32708192
95730,29835064
95731,20074416
95732,79581472
95733,79541648
95734,504273320
95735,478666168
95736,475816984
95737,467241544
95738,-511175192
95739,-475891272
95740,-653767772
95741,-490513672
95742,-220863088
95743,-423936544
95744,-299326816
95745,-3258000
95746,204179798
95747,246066236
95748,453974292
95749,-193782928
95750,5774154
95751,-299323428
95752,-3081536
95753,-267008084
95754,-12422912
95755,54712424
95756,-454306112
95757,-20
95758,-557999456
95759,345681340
95760,475959824
95761,460920126
95762,504447624
95763,-824
95764,-72157572
95765,-50397046
95766,-4848
95767,36529768
95768,36540020
95769,36467512
95770,-5377920
95771,-36676668
95772,9002984
95773,-36386808
95774,5524904
95775,269120
95776,-45416760
95777,83711536
95778,37729088
95779,49961888
95780,53418720
95781,-429509824
95782,3626256
95783,-49939888
95784,482685444
95785,345799568
95786,8507616
95787,528773256
95788,-2884
95789,536079280
95790,-13584400
95791,125640080
95792,-536075220
95793,-5916112
95794,-36273240
95795,-571052160
95796,530159172
95797,-19234520
95798,481107771
95799,446806088
95800,-578295936
95801,19238936
95802,-564021827
95803,-613077280
95804,-34771184
95805,35713192
95806,626552456
95807,671531784
95808,671525656
95809,61818240
95810,1727056
95811,-43252272
95812,-52537680
95813,-22424104
95814,8943664
95815,242480
95816,-619122552
95817,-59655320
95818,-484877304
95819,-14470150592
95820,-18579416
95821,15552
95822,-171053744
95823,14467097408
95824,9258272
95825,-637994760
95826,-299484764
95827,-5936576
95828,627102784
95829,636168840
95830,126510848
95831,7890240
95832,-878250500
95833,1478592
95834,819925892
95835,-917523588
95836,878657924
95837,-921583620
95838,60759360
95839,432162380
95840,10538688
95841,147594428
95842,-23121592896
95843,-28378352
95844,-485339424
95845,796173664
95846,22546338160
95847,536699392
95848,592281288
95849,-508109088
95850,480089896
95851,-57944704
95852,-621486832
95853,492783168
95854,-645235648
95855,19748292
95856,20559888
95857,-22870504
95858,731744452
95859,68161524
95860,525969752
95861,5724336
95862,-548465532
95863,-62460120
95864,-23728616
95865,-533122800
95866,-656276754
95867,-535094016
95868,-554046712
95869,534206856
95870,1152676410
95871,30921152
95872,518634344
95873,-484234960
95874,-26247336
95875,27266176
95876,108412256
95877,-149198696
95878,15386568
95879,-665365604
95880,-569550809
95881,651541664
95882,-495635568
95883,1161493100
95884,487680017
95885,-458233976
95886,505617160
95887,-597018936
95888,-570137464
95889,446780408
95890,-765952
95891,95457064
95892,561847032
95893,-878378600
95894,-485512552
95895,43267256
95896,7157056
95897,419968176
95898,534279208
95899,-36850880
95900,-441491224
95901,173040
95902,-47303768
95903,-666352264
95904,-812336
95905,493111304
95906,-23061863144
95907,1152645216
95908,489698504
95909,-33984192
95910,23069173056
95911,8586880
95912,-56582144
95913,110536520
95914,-468163176
95915,-6188152
95916,-431854488
95917,-1257704704
95918,-24291136
95919,-35358136
