,SEG
95920,-13746464
95921,603907120
95922,468381216
95923,-515958160
95924,-698425424
95925,-97732240
95926,-1135770256
95927,-603767432
95928,581098104
95929,91625112
95930,37696
95931,33014
95932,547756304
95933,113580072
95934,1152273880
95935,1153317138
95936,-1123110464
95937,-715835120
95938,4055704
95939,-1160288496
95940,-16800
95941,660803952
95942,-1156316872
95943,698677096
95944,652379768
95945,-660863840
95946,646915096
95947,427354224
95948,4092664
95949,651001456
95950,614746312
95951,-474424400
95952,450888136
95953,-650287288
95954,-103632408
95955,-322633384
95956,-507354528
95957,-2236232
95958,26166376
95959,331397088
95960,549557704
95961,1120326728
95962,-532685496
95963,6272360
95964,-1168452192
95965,66802344
95966,8385520
95967,554173576
95968,1174483424
95969,-1197683000
95970,483065096
95971,-28841944
95972,-1168426968
95973,1165316144
95974,-481076184
95975,-1186976432
95976,665107634
95977,-1159498312
95978,-670589528
95979,1195865640
95980,520993774
95981,1087038024
95982,673302708
95983,-1194059672
95984,-525507796
95985,-412101152
95986,-671587068
95987,659188944
95988,3989060
95989,493715456
95990,6484048
95991,457951784
95992,-5592302096
95993,-6098440392
95994,1192091624
95995,18720456
95996,21524944
95997,5595922656
95998,-40364496
95999,-476672032
96000,6082371600
96001,44110352
96002,-440996824
96003,6977296
96004,802488
96005,-22612121768
96006,473879096
96007,477907216
96008,-566247288
96009,23061528272
96010,-473596104
96011,8654848
96012,50489192
96013,14733584
96014,-7936
96015,14188544
96016,58362152
96017,-518960
96018,-106757744
96019,-506899920
96020,452792512
96021,-23076228240
96022,593882960
96023,-6419162
96024,21598064
96025,22562770878
96026,-30803202
96027,57029578
96028,-688128
96029,51287386
96030,18063787
96031,-31896164
96032,-541479024
96033,421537200
96034,-14674617
96035,506433348
96036,445031728
96037,57976590
96038,-82452854
96039,-97231248
96040,96955200
96041,-42716823
96042,-377036170
96043,174031000
96044,-5984256
96045,-436920647
96046,466004596
96047,-551104568
96048,1077192
96049,6214745
96050,6939452
96051,-6128400
96052,4309048
96053,-5614933657
96054,-42084795
96055,-5614684144
96056,-16760832
96057,6560
96058,25767125
96059,6641136
96060,8192
96061,-7041748
96062,9912
96063,-310352
96064,-50024496
96065,5625983788
96066,-50023042
96067,7735619560
96068,-402572392
96069,437763344
96070,-407986624
96071,-1571865132
96072,623977696
96073,-437772344
96074,403314820
96075,-6170096060
96076,-238949726
96077,-5618940304
96078,253655796
96079,6159450724
96080,-836219562
96081,6003975506
96082,-1102747968
96083,-539957108
96084,412875352
96085,-423362562
96086,445672728
96087,-4802544
96088,521701152
96089,660578400
96090,419571124
96091,-281216
96092,75960272
96093,-728767016
96094,55576460
96095,6499320
96096,38000
96097,80322520
96098,19437642
96099,600870568
96100,-563693512
96101,440237348
96102,-488480426
96103,-107798502
96104,-14005848
96105,219841324
96106,-52882832
96107,-1205804658
96108,-92100936
96109,-1344888928
96110,-663198080
96111,647559384
96112,-604329664
96113,660831852
96114,732112
96115,19012592
96116,-676592
96117,595323284
96118,656135730
96119,-398874352
96120,646238832
96121,-595335936
96122,-16858
96123,394200064
96124,20762416
96125,429822400
96126,432909880
96127,-5595411888
96128,-5584641358
96129,1737577848
96130,-6024428640
96131,6109222328
96132,6022956784
96133,-7766947720
96134,-2189648
96135,33831996
96136,169477958
96137,6291310304
96138,6053452724
96139,-107015880
96140,-173576668
96141,-6291682304
96142,-6051193188
96143,-6035887452
96144,-6035887452
96145,-6768
96146,-6768
96147,-6768
96148,-6768
96149,6276655384
96150,6276655384
96151,6034729748
96152,6183236794
96153,19011048
96154,-240753606
96155,227757196
96156,-147362016
96157,-23393696
96158,220237630
96159,-226614324
96160,258156454
96161,-221074616
96162,-220252752
96163,-6021786204
96164,-6293404528
96165,-6050880984
96166,-6035473152
96167,-14241632
96168,6035260300
96169,-1140832
96170,6201949920
96171,49248
96172,-6035187484
96173,6036710200
96174,-6181989548
96175,31660496
96176,-3547824
96177,-6036477160
96178,-19087940
96179,-30188928
96180,10882864
96181,10720
96182,-1881584
96183,-1665184
96184,-10533760
96185,-1953520
96186,6576
96187,6106199176
96188,23445680
96189,6108368552
96190,6106404936
96191,-128576
96192,6087516232
96193,-8058480
96194,-1021984
96195,-6693904
96196,-2603664
96197,8270432
96198,37605376
96199,-1359664
96200,-7391408
96201,-7885984
96202,-43346512
96203,4784496
96204,7414384
96205,-17275744
96206,-7783024
96207,-3197680
96208,-6513680
96209,-3922560
96210,8149184
96211,-2997456
96212,-2464544
96213,5781552
96214,-12782944
96215,-18598848
96216,458712
96217,14618200
96218,-9801056
96219,-6056458240
96220,-6097944112
96221,-6099820992
96222,-6051117680
96223,6065446376
96224,6087277696
96225,6079421256
96226,6076785808
96227,12425240
96228,12672664
96229,5210352
96230,-21586752
96231,-6099788264
96232,-6100295832
96233,-6083077512
96234,-6080665736
96235,6106738408
96236,-1626416
96237,26563536
96238,-918032
96239,-6106690856
96240,2301776
96241,-25892000
96242,6208697992
96243,-4656
96244,-391232
96245,14319584
96246,-6208904904
96247,8574704
96248,8593958
96249,7752708360
96250,7767669540
96251,-8577008
96252,7760037906
96253,-7767345256
96254,-7767041380
96255,6207279408
96256,-7768222248
96257,-331664
96258,6029911024
96259,-1069109888
96260,5137776512
96261,5572265648
96262,-6029414512
96263,-5138354208
96264,-5138117776
96265,-5572014992
96266,-885824
96267,381104
96268,-64000
96269,85488
96270,161680
96271,211952
96272,-20128
96273,-1911152
96274,1101088
96275,6055224416
96276,6047720332
96277,6026118192
96278,5570756600
96279,-463531744
96280,-455586908
96281,-860694232
96282,-328496664
96283,-348587544
96284,-425230176
96285,3277576
96286,-110845015
96287,-84645688
96288,273019344
96289,429817848
96290,266998591
96291,-1724560
96292,205878020
96293,72530616
96294,209412320
96295,456130568
96296,-26031852
96297,-15879440
96298,44225944
96299,22913496
96300,33629128
96301,400
96302,-26580752
96303,-9308984
96304,-7115312
96305,453112040
96306,1623392
96307,1450680
96308,138152
96309,-453043912
96310,17953936
96311,17969888
96312,-11649104
96313,-25082816
96314,-6616000
96315,-17966832
96316,11650632
96317,470564232
96318,4872
96319,542235704
96320,450034792
96321,-45958016
96322,446642752
96323,-254285048
96324,-448916024
96325,-402192952
96326,-411005800
96327,188288088
96328,-7680416
96329,491482400
96330,-27094728
96331,-464742560
96332,4264
96333,-34999488
96334,-8546752
96335,297543288
96336,-26108328
96337,-493769592
96338,14220712
96339,-324327824
96340,-680464
96341,6263932
96342,-40589432
96343,410928
96344,410968
96345,-6245100
96346,485097000
96347,-137160
96348,-223065720
96349,484836568
96350,-106768
96351,31143336
96352,708098840
96353,-484359336
96354,-450181712
96355,-31134256
96356,-485161240
96357,248
96358,-34193344
96359,611244
96360,-34486456
96361,26587664
96362,-5863840
96363,-35995492
96364,29225000
96365,-62595800
96366,-64181288
96367,30401560
96368,7017256
96369,504872784
96370,-38998536
96371,474477624
96372,-110275000
96373,-474054184
96374,-303661848
96375,-924024832
96376,103575120
96377,-377923352
96378,407402472
96379,2239952
96380,-442295616
96381,209064976
96382,-63309448
96383,467210520
96384,462091072
96385,213510632
96386,94449448
96387,-19932072
96388,-1322488
96389,-148604336
96390,-469566096
96391,94920
96392,-456651856
96393,103480388
96394,469322816
96395,18405776
96396,458142952
96397,37962204
96398,-27858576
96399,-15149120
96400,-83133408
96401,-52714208
96402,-66454784
96403,-2243088
96404,64210432
96405,14531536
96406,101435904
96407,4576752
96408,-630944
96409,725632
96410,-298592
96411,-13356936
96412,4122304
96413,-168828424
96414,-206387120
96415,12258680
96416,-165038864
96417,3872
96418,5258726
96419,26634512
96420,47266552
96421,173556152
96422,194284778
96423,-45973952
96424,117778600
96425,-606960
96426,-67648
96427,13981712
96428,-117781616
96429,628832
96430,-25907200
96431,5366544
96432,117759520
96433,-165664320
96434,14804736
96435,-470444160
96436,-172937756
96437,180460656
96438,-30311376
96439,297496628
96440,-297314884
96441,24477296
96442,-102904880
96443,213005516
96444,485504128
96445,171120
96446,131804800
96447,-26043616
96448,75792
96449,-157870256
96450,12828240
96451,-6936746
96452,25147584
96453,124815860
96454,-27148184
96455,32858890
96456,-12837840
96457,5406668
96458,31339096
96459,-27500336
96460,-15225536
96461,-55888
96462,-64286176
96463,-44646752
96464,21332784
96465,-47074456
96466,-810428
96467,448378112
96468,-67795680
96469,1411032
96470,-2880796
96471,-446466848
96472,-133014272
96473,-79180188
96474,-75523300
96475,6748612
96476,143527432
96477,80716604
96478,108904980
96479,37122624
96480,-143532168
96481,16055456
96482,-12126696
96483,-56680036
96484,123974072
96485,-11360
96486,-27275904
96487,-69249644
96488,-58792928
96489,-27258312
96490,-69376032
96491,2911516
96492,-10506280
96493,-69674856
96494,12664592
96495,-57568024
96496,14593912
96497,75273872
96498,62310464
96499,65124104
96500,-371597640
96501,-424980320
96502,-37724160
96503,26800144
96504,0
96505,230256496
96506,-156991488
96507,516844712
96508,357010192
96509,202450944
96510,201854672
96511,-471472070
96512,572436760
96513,504850008
96514,505132760
96515,503930118
96516,96979008
96517,-494726492
96518,-504544556
96519,-504608720
96520,-81538688
96521,486457756
96522,-433099644
96523,-421354792
96524,-927227040
96525,-497570664
96526,433125624
96527,441445648
96528,421318920
96529,611434792
96530,588146032
96531,-19319000
96532,-928016
96533,-608284896
96534,-568104552
96535,-137408576
96536,-121060512
96537,502829536
96538,519290856
96539,641378752
96540,121692168
96541,-497820200
96542,-547419632
96543,-886935688
96544,-423507688
96545,-429351440
96546,18268504
96547,393158196
96548,455246944
96549,452626696
96550,20442472
96551,20520884
96552,32732144
96553,-37666064
96554,-32713368
96555,-18323624
96556,-56935888
96557,13625122
96558,230768080
96559,216285344
96560,22528
96561,11023478
96562,249390584
96563,261517480
96564,10964608
96565,-6928
96566,-457411608
96567,-485490760
96568,508765672
96569,211293920
96570,208739936
96571,71464
96572,-299726776
96573,5920
96574,-2975792
96575,221661704
96576,-4568
96577,-223987436
96578,-214111936
96579,-222241072
96580,-219868984
96581,583626084
96582,526893736
96583,2394674
96584,-2287100
96585,-581752352
96586,-535015600
96587,33106
96588,2326204
96589,511097568
96590,71684
96591,-2384060
96592,496383048
96593,-510939788
96594,2478956
96595,2445288
96596,-886849424
96597,490750924
96598,-182186224
96599,-75269344
96600,390605760
96601,-490848500
96602,179694164
96603,72851808
96604,-128192
96605,-46628
96606,20440
96607,456293600
96608,578034832
96609,160544
96610,-23318
96611,-453992736
96612,-578001772
96613,-8979100
96614,17966
96615,-2250604
96616,22519386
96617,-107836892
96618,-454871436
96619,-480449148
96620,-18988806
96621,120247452
96622,460775600
96623,486310332
96624,-86545200
96625,26510108
96626,33357944
96627,33422556
96628,132254928
96629,-19525728
96630,-26352536
96631,-15387104
96632,6300976
96633,486632536
96634,529295240
96635,-28249376
96636,-36427577
96637,-578491264
96638,-621154208
96639,-253279856
96640,-8073431
96641,137584548
96642,73082904
96643,0
96644,8073440
96645,-44465836
96646,51297162
96647,265919696
96648,-7069424
96649,44475756
96650,-489450154
96651,-4608
96652,-1581680
96653,-45823388
96654,458147168
96655,4537824
96656,3199872
96657,2918096
96658,1524000
96659,1273856
96660,-2139664
96661,-7222432
96662,-4208
96663,24321852
96664,1478752
96665,-392149344
96666,-399279472
96667,-421768764
96668,-4370368
96669,398854896
96670,421141064
96671,447111408
96672,4603488
96673,406656
96674,-17487904
96675,-49270784
96676,-266224
96677,-549036
96678,-6934392
96679,5439392
96680,473449688
96681,-6760468
96682,-10364352
96683,-17317680
96684,12052544
96685,-2278736
96686,17443900
96687,69948
96688,-892474120
96689,-10236320
96690,-17165756
96691,278044
96692,401890032
96693,9771168
96694,-7215408
96695,-7215408
96696,-2255184
96697,23149632
96698,-184397456
96699,7217960
96700,-12244320
96701,-32944312
96702,197108640
96703,-5759344
96704,17729456
96705,-1615496
96706,5025216
96707,25014088
96708,-155167448
96709,-166645472
96710,-186001040
96711,-11846744
96712,152067640
96713,88432640
96714,-207585280
96715,-447403376
96716,11846744
96717,106304712
96718,394534992
96719,451032304
96720,-19514408
96721,3442500
96722,-11726660
96723,-202664960
96724,3114992
96725,-29618956
96726,-6662276
96727,186602016
96728,7640368
96729,-175620800
96730,-137754392
96731,-76853528
96732,-92375240
96733,180107712
96734,204576944
96735,-351523240
96736,-351523240
96737,15065120
96738,-47640624
96739,357930208
96740,438693040
96741,48175536
96742,-1407308
96743,86895312
96744,5211072
96745,-49142192
96746,-5539988
96747,13219216
96748,14120000
96749,13010556
96750,108
96751,-6493152
96752,-6472536
96753,30776372
96754,43336996
96755,-18411283
96756,-25514472
96757,-144867952
96758,7220656
96759,78838515
96760,228747088
96761,142930544
96762,-60762960
96763,-83468432
96764,-186645072
96765,-18776299
96766,-12051752
96767,-760316040
96768,-799944780
96769,-437032173
96770,-385351140
96771,791776256
96772,791776256
96773,414872328
96774,414126844
96775,-42367864
96776,-42367860
96777,-556674504
96778,-555929024
96779,22523916
96780,-404436400
96781,102255016
96782,102254984
96783,-439601300
96784,-12640988
96785,396411608
96786,468915736
96787,459950704
96788,172290620
96789,-215155976
96790,-108960208
96791,-38543848
96792,249116240
96793,295335504
96794,118153856
96795,40892800
96796,-5559098944
96797,-123422316
96798,-124940524
96799,-32410953
96800,5577203792
96801,76183068
96802,76183076
96803,-6242287
96804,-27455248
96805,5737780
96806,-8330416
96807,-6213040
96808,26749120
96809,-7800700
96810,-414809528
96811,-195861016
96812,-151780128
96813,-198267480
96814,219568920
96815,66656472
96816,1203384
96817,6868568
96818,-230975048
96819,129950376
96820,129950376
96821,-241084232
96822,301073584
96823,-131264892
96824,36823040
96825,469169672
96826,163231488
96827,675308
96828,-167411912
96829,-387509960
96830,-110355976
96831,132632488
96832,643072688
96833,862798856
96834,45731904
96835,1519048
96836,-545160824
96837,-545073976
96838,266525954
96839,232556672
96840,562852944
96841,486504928
96842,296311486
96843,-186323632
96844,-480389024
96845,-1296
96846,-460622952
96847,483716336
96848,-5599968176
96849,56970664
96850,451462664
96851,11119880
96852,6084966456
96853,-460745960
96854,-6071202616
96855,-494864608
96856,-465419780
96857,14606240
96858,5614562104
96859,-5595090312
96860,-5613359924
96861,-5609706048
96862,503295296
96863,717568
96864,5621799232
96865,5609743904
96866,-502985800
96867,5609315584
96868,-20468272
96869,-11296768
96870,-5992400
96871,14819328
96872,1175568
96873,21258240
96874,-3952608
96875,-24363008
96876,21336512
96877,436058216
96878,-5600883200
96879,-5618327808
96880,-14008736
96881,-442660572
96882,5613911092
96883,5634297628
96884,-5618003792
96885,383201
96886,-5618164708
96887,-5623437836
96888,5607378266
96889,1204483
96890,5594403200
96891,5622950192
96892,-50376722
96893,-102023264
96894,-45591776
96895,-50949072
96896,-1068104
96897,36464688
96898,5920608
96899,-57710672
